Date;Time;Temperature (C);pH value
03/06/2022;01:06:22;29.00;6.06
03/06/2022;01:07:22;29.00;6.15
03/06/2022;01:08:22;29.00;6.18
03/06/2022;01:09:22;29.00;6.13
03/06/2022;01:10:22;29.00;6.11
03/06/2022;01:11:22;29.00;6.08
03/06/2022;01:12:22;29.00;6.06
03/06/2022;01:13:23;29.00;6.04
03/06/2022;01:14:23;29.00;6.06
03/06/2022;01:15:23;29.00;6.12
03/06/2022;01:16:23;29.00;6.09
03/06/2022;01:17:23;29.00;6.18
03/06/2022;01:18:23;29.00;6.17
03/06/2022;01:19:23;29.00;6.04
03/06/2022;01:20:24;29.00;6.10
03/06/2022;01:21:24;29.00;6.06
03/06/2022;01:22:24;29.00;6.15
03/06/2022;01:23:24;29.00;6.06
03/06/2022;01:24:24;29.00;6.12
03/06/2022;01:25:24;29.00;6.06
03/06/2022;01:26:24;29.00;6.18
03/06/2022;01:27:25;29.00;6.10
03/06/2022;01:28:25;29.00;6.04
03/06/2022;01:29:25;29.00;6.16
03/06/2022;01:30:25;29.00;6.17
03/06/2022;01:31:25;29.00;6.17
03/06/2022;01:32:25;29.00;6.12
03/06/2022;01:33:25;29.00;6.12
03/06/2022;01:34:26;29.00;6.15
03/06/2022;01:35:26;29.00;6.17
03/06/2022;01:36:26;29.00;6.13
03/06/2022;01:37:26;29.00;6.04
03/06/2022;01:38:26;29.00;6.11
03/06/2022;01:39:26;29.00;6.15
03/06/2022;01:40:26;29.00;6.07
03/06/2022;01:41:26;29.00;6.03
03/06/2022;01:42:27;29.00;6.08
03/06/2022;01:43:27;29.00;6.17
03/06/2022;01:44:27;29.00;6.09
03/06/2022;01:45:27;29.00;6.02
03/06/2022;01:46:27;29.00;6.17
03/06/2022;01:47:27;29.00;6.15
03/06/2022;01:48:27;29.00;6.02
03/06/2022;01:49:28;29.00;6.06
03/06/2022;01:50:28;29.00;6.08
03/06/2022;01:51:28;29.00;6.07
03/06/2022;01:52:28;29.00;6.08
03/06/2022;01:53:28;29.00;6.16
03/06/2022;01:54:28;29.00;6.11
03/06/2022;01:55:28;29.00;6.12
03/06/2022;01:56:29;29.00;6.12
03/06/2022;01:57:29;29.00;6.15
03/06/2022;01:58:29;29.00;6.11
03/06/2022;01:59:29;29.00;6.04
03/06/2022;02:00:29;29.00;6.02
03/06/2022;02:01:29;29.00;6.03
03/06/2022;02:02:29;29.00;6.07
03/06/2022;02:03:30;29.00;6.02
03/06/2022;02:04:30;29.00;6.06
03/06/2022;02:05:30;29.00;6.15
03/06/2022;02:06:30;29.00;6.15
03/06/2022;02:07:30;29.00;6.02
03/06/2022;02:08:30;29.00;6.06
03/06/2022;02:09:30;29.00;6.15
03/06/2022;02:10:31;29.00;6.02
03/06/2022;02:11:31;29.00;6.16
03/06/2022;02:12:31;29.00;6.09
03/06/2022;02:13:31;29.00;6.04
03/06/2022;02:14:31;29.00;6.10
03/06/2022;02:15:31;29.00;6.15
03/06/2022;02:16:31;29.00;6.06
03/06/2022;02:17:32;29.00;6.03
03/06/2022;02:18:32;29.00;6.01
03/06/2022;02:19:32;29.00;6.11
03/06/2022;02:20:32;29.00;6.03
03/06/2022;02:21:32;29.00;6.09
03/06/2022;02:22:32;29.00;6.12
03/06/2022;02:23:32;29.00;6.03
03/06/2022;02:24:32;29.00;6.15
03/06/2022;02:25:33;29.00;6.06
03/06/2022;02:26:33;29.00;6.09
03/06/2022;02:27:33;29.00;6.02
03/06/2022;02:28:33;29.00;6.02
03/06/2022;02:29:33;29.00;6.01
03/06/2022;02:30:33;29.00;6.12
03/06/2022;02:31:33;29.00;6.09
03/06/2022;02:32:34;29.00;6.12
03/06/2022;02:33:34;29.00;6.15
03/06/2022;02:34:34;29.00;6.11
03/06/2022;02:35:34;29.00;6.12
03/06/2022;02:36:34;29.00;6.07
03/06/2022;02:37:34;29.00;6.02
03/06/2022;02:38:34;29.00;6.01
03/06/2022;02:39:35;29.00;6.00
03/06/2022;02:40:35;29.00;6.11
03/06/2022;02:41:35;29.00;6.07
03/06/2022;02:42:35;29.00;6.11
03/06/2022;02:43:35;29.00;6.13
03/06/2022;02:44:35;29.00;6.01
03/06/2022;02:45:35;29.00;6.13
03/06/2022;02:46:36;29.00;6.09
03/06/2022;02:47:36;29.00;6.07
03/06/2022;02:48:36;29.00;6.01
03/06/2022;02:49:36;29.00;6.01
03/06/2022;02:50:36;29.00;6.00
03/06/2022;02:51:36;29.00;6.00
03/06/2022;02:52:36;29.00;6.09
03/06/2022;02:53:37;29.00;6.09
03/06/2022;02:54:37;29.00;6.07
03/06/2022;02:55:37;29.00;6.03
03/06/2022;02:56:37;29.00;6.12
03/06/2022;02:57:37;29.00;6.00
03/06/2022;02:58:37;29.00;6.01
03/06/2022;02:59:37;29.00;6.11
03/06/2022;03:00:38;29.00;6.03
03/06/2022;03:01:38;29.00;6.09
03/06/2022;03:02:38;29.00;5.99
03/06/2022;03:03:38;29.00;6.04
03/06/2022;03:04:38;29.00;6.13
03/06/2022;03:05:38;29.00;5.99
03/06/2022;03:06:38;29.00;6.11
03/06/2022;03:07:39;29.00;6.11
03/06/2022;03:08:39;29.00;6.12
03/06/2022;03:09:39;29.00;6.00
03/06/2022;03:10:39;29.00;6.00
03/06/2022;03:11:39;29.00;6.11
03/06/2022;03:12:39;29.00;5.99
03/06/2022;03:13:39;29.00;6.12
03/06/2022;03:14:39;29.00;6.09
03/06/2022;03:15:40;29.00;5.99
03/06/2022;03:16:40;29.00;6.09
03/06/2022;03:17:40;29.00;6.10
03/06/2022;03:18:40;29.00;6.00
03/06/2022;03:19:40;29.00;6.03
03/06/2022;03:20:40;29.00;6.10
03/06/2022;03:21:40;29.00;5.99
03/06/2022;03:22:41;29.00;6.08
03/06/2022;03:23:41;29.00;6.06
03/06/2022;03:24:41;29.00;6.11
03/06/2022;03:25:41;29.00;6.07
03/06/2022;03:26:41;29.00;5.99
03/06/2022;03:27:41;29.00;6.11
03/06/2022;03:28:41;29.00;6.06
03/06/2022;03:29:42;29.00;6.09
03/06/2022;03:30:42;29.00;6.06
03/06/2022;03:31:42;29.00;6.09
03/06/2022;03:32:42;29.00;6.08
03/06/2022;03:33:42;29.00;6.10
03/06/2022;03:34:42;29.00;6.03
03/06/2022;03:35:42;29.00;6.01
03/06/2022;03:36:43;29.00;5.99
03/06/2022;03:37:43;29.00;6.00
03/06/2022;03:38:43;29.00;5.99
03/06/2022;03:39:43;29.00;5.99
03/06/2022;03:40:43;29.00;6.00
03/06/2022;03:41:43;29.00;6.01
03/06/2022;03:42:43;29.00;6.11
03/06/2022;03:43:44;29.00;5.99
03/06/2022;03:44:44;29.00;5.98
03/06/2022;03:45:44;29.00;5.98
03/06/2022;03:46:44;29.00;6.09
03/06/2022;03:47:44;29.00;6.11
03/06/2022;03:48:44;29.00;6.04
03/06/2022;03:49:44;29.00;5.98
03/06/2022;03:50:45;29.00;6.01
03/06/2022;03:51:45;29.00;6.10
03/06/2022;03:52:45;29.00;5.97
03/06/2022;03:53:45;29.00;5.98
03/06/2022;03:54:45;29.00;5.99
03/06/2022;03:55:45;29.00;5.97
03/06/2022;03:56:45;29.00;5.99
03/06/2022;03:57:46;29.00;6.08
03/06/2022;03:58:46;29.00;5.97
03/06/2022;03:59:46;29.00;6.04
03/06/2022;04:00:46;29.00;5.99
03/06/2022;04:01:46;29.00;6.06
03/06/2022;04:02:46;29.00;6.00
03/06/2022;04:03:46;29.00;5.99
03/06/2022;04:04:46;29.00;6.10
03/06/2022;04:05:47;29.00;6.10
03/06/2022;04:06:47;29.00;6.10
03/06/2022;04:07:47;29.00;6.10
03/06/2022;04:08:47;29.00;6.10
03/06/2022;04:09:47;29.00;6.00
03/06/2022;04:10:47;29.00;6.02
03/06/2022;04:11:47;29.00;5.99
03/06/2022;04:12:48;29.00;6.10
03/06/2022;04:13:48;29.00;6.08
03/06/2022;04:14:48;29.00;5.98
03/06/2022;04:15:48;29.00;5.96
03/06/2022;04:16:48;29.00;5.98
03/06/2022;04:17:48;29.00;6.03
03/06/2022;04:18:48;29.00;6.10
03/06/2022;04:19:49;29.00;6.03
03/06/2022;04:20:49;29.00;6.02
03/06/2022;04:21:49;29.00;6.08
03/06/2022;04:22:49;29.00;6.10
03/06/2022;04:23:49;29.00;6.00
03/06/2022;04:24:49;29.00;6.08
03/06/2022;04:25:49;29.00;6.08
03/06/2022;04:26:50;29.00;5.98
03/06/2022;04:27:50;29.00;6.06
03/06/2022;04:28:50;29.00;6.09
03/06/2022;04:29:50;29.00;5.98
03/06/2022;04:30:50;29.00;5.97
03/06/2022;04:31:50;29.00;6.09
03/06/2022;04:32:50;29.00;6.06
03/06/2022;04:33:51;29.00;5.97
03/06/2022;04:34:51;29.00;6.00
03/06/2022;04:35:51;29.00;6.04
03/06/2022;04:36:51;29.00;6.09
03/06/2022;04:37:51;29.00;6.09
03/06/2022;04:38:51;29.00;6.03
03/06/2022;04:39:51;29.00;5.94
03/06/2022;04:40:52;29.00;6.03
03/06/2022;04:41:52;29.00;6.04
03/06/2022;04:42:52;29.00;5.96
03/06/2022;04:43:52;29.00;6.08
03/06/2022;04:44:52;29.00;6.00
03/06/2022;04:45:52;29.00;6.07
03/06/2022;04:46:52;29.00;6.07
03/06/2022;04:47:53;29.00;5.96
03/06/2022;04:48:53;29.00;5.96
03/06/2022;04:49:53;29.00;6.07
03/06/2022;04:50:53;29.00;6.07
03/06/2022;04:51:53;29.00;5.94
03/06/2022;04:52:53;29.00;6.07
03/06/2022;04:53:53;29.00;6.07
03/06/2022;04:54:53;29.00;5.96
03/06/2022;04:55:54;29.00;5.98
03/06/2022;04:56:54;29.00;5.94
03/06/2022;04:57:54;29.00;5.97
03/06/2022;04:58:54;29.00;5.97
03/06/2022;04:59:54;29.00;6.06
03/06/2022;05:00:54;29.00;5.94
03/06/2022;05:01:54;29.00;6.03
03/06/2022;05:02:55;29.00;6.00
03/06/2022;05:03:55;29.00;6.08
03/06/2022;05:04:55;29.00;5.99
03/06/2022;05:05:55;29.00;5.99
03/06/2022;05:06:55;29.00;5.98
03/06/2022;05:07:55;29.00;5.96
03/06/2022;05:08:55;29.00;6.07
03/06/2022;05:09:56;29.00;6.03
03/06/2022;05:10:56;29.00;5.94
03/06/2022;05:11:56;29.00;6.08
03/06/2022;05:12:56;29.00;6.08
03/06/2022;05:13:56;29.00;5.93
03/06/2022;05:14:56;29.00;6.07
03/06/2022;05:15:56;29.00;5.96
03/06/2022;05:16:57;29.00;5.99
03/06/2022;05:17:57;29.00;5.93
03/06/2022;05:18:57;29.00;6.07
03/06/2022;05:19:57;29.00;6.06
03/06/2022;05:20:57;29.00;6.08
03/06/2022;05:21:57;29.00;5.94
03/06/2022;05:22:57;29.00;5.98
03/06/2022;05:23:58;29.00;6.03
03/06/2022;05:24:58;29.00;6.08
03/06/2022;05:25:58;29.00;5.98
03/06/2022;05:26:58;29.00;6.06
03/06/2022;05:27:58;29.00;6.06
03/06/2022;05:28:58;29.00;5.93
03/06/2022;05:29:58;29.00;6.02
03/06/2022;05:30:59;29.00;6.04
03/06/2022;05:31:59;29.00;6.00
03/06/2022;05:32:59;29.00;5.99
03/06/2022;05:33:59;29.00;5.94
03/06/2022;05:34:59;29.00;5.93
03/06/2022;05:35:59;29.00;6.01
03/06/2022;05:36:59;29.00;6.02
03/06/2022;05:37:59;29.00;6.01
03/06/2022;05:39:00;29.00;5.99
03/06/2022;05:40:00;29.00;6.03
03/06/2022;05:41:00;29.00;6.07
03/06/2022;05:42:00;29.00;6.06
03/06/2022;05:43:00;29.00;6.03
03/06/2022;05:44:00;29.00;6.06
03/06/2022;05:45:00;29.00;5.93
03/06/2022;05:46:01;29.00;5.93
03/06/2022;05:47:01;29.00;6.07
03/06/2022;05:48:01;29.00;6.02
03/06/2022;05:49:01;29.00;6.03
03/06/2022;05:50:01;29.00;5.92
03/06/2022;05:51:01;29.00;5.97
03/06/2022;05:52:01;29.00;6.06
03/06/2022;05:53:02;29.00;6.06
03/06/2022;05:54:02;29.00;6.06
03/06/2022;05:55:02;29.00;5.98
03/06/2022;05:56:02;29.00;6.03
03/06/2022;05:57:02;29.00;5.98
03/06/2022;05:58:02;29.00;5.99
03/06/2022;05:59:02;29.00;5.92
03/06/2022;06:00:03;29.00;5.93
03/06/2022;06:01:03;29.00;6.03
03/06/2022;06:02:03;29.00;5.93
03/06/2022;06:03:03;29.00;5.92
03/06/2022;06:04:03;29.00;6.06
03/06/2022;06:05:03;29.00;6.04
03/06/2022;06:06:03;29.00;5.91
03/06/2022;06:07:04;29.00;6.01
03/06/2022;06:08:04;29.00;5.94
03/06/2022;06:09:04;29.00;6.00
03/06/2022;06:10:04;29.00;5.93
03/06/2022;06:11:04;29.00;6.04
03/06/2022;06:12:04;29.00;5.97
03/06/2022;06:13:04;29.00;5.98
03/06/2022;06:14:05;29.00;5.98
03/06/2022;06:15:05;29.00;5.96
03/06/2022;06:16:05;29.00;5.92
03/06/2022;06:17:05;29.00;5.93
03/06/2022;06:18:05;29.00;6.03
03/06/2022;06:19:05;29.00;5.92
03/06/2022;06:20:05;29.00;5.94
03/06/2022;06:21:06;29.00;5.92
03/06/2022;06:22:06;29.00;6.04
03/06/2022;06:23:06;29.00;5.96
03/06/2022;06:24:06;29.00;6.04
03/06/2022;06:25:06;29.00;5.90
03/06/2022;06:26:06;29.00;5.98
03/06/2022;06:27:06;29.00;5.96
03/06/2022;06:28:07;29.00;6.03
03/06/2022;06:29:07;29.00;5.97
03/06/2022;06:30:07;29.00;5.97
03/06/2022;06:31:07;29.00;5.91
03/06/2022;06:32:07;29.00;5.97
03/06/2022;06:33:07;29.00;5.93
03/06/2022;06:34:07;29.00;5.96
03/06/2022;06:35:07;29.00;6.04
03/06/2022;06:36:08;29.00;6.03
03/06/2022;06:37:08;29.00;6.03
03/06/2022;06:38:08;29.00;6.01
03/06/2022;06:39:08;29.00;6.00
03/06/2022;06:40:08;29.00;6.03
03/06/2022;06:41:08;29.00;5.91
03/06/2022;06:42:08;29.00;6.02
03/06/2022;06:43:09;29.00;6.03
03/06/2022;06:44:09;29.00;5.93
03/06/2022;06:45:09;29.00;6.02
03/06/2022;06:46:09;29.00;5.94
03/06/2022;06:47:09;29.00;5.90
03/06/2022;06:48:09;29.00;5.90
03/06/2022;06:49:09;29.00;5.93
03/06/2022;06:50:10;29.00;5.94
03/06/2022;06:51:10;29.00;6.03
03/06/2022;06:52:10;29.00;6.00
03/06/2022;06:53:10;29.00;6.00
03/06/2022;06:54:10;29.00;5.90
03/06/2022;06:55:10;29.00;6.01
03/06/2022;06:56:10;29.00;6.03
03/06/2022;06:57:11;29.00;6.01
03/06/2022;06:58:11;29.00;6.02
03/06/2022;06:59:11;29.00;5.96
03/06/2022;07:00:11;29.00;5.96
03/06/2022;07:01:11;29.00;5.96
03/06/2022;07:02:11;29.00;5.92
03/06/2022;07:03:11;29.00;5.89
03/06/2022;07:04:12;29.00;6.01
03/06/2022;07:05:12;29.00;5.90
03/06/2022;07:06:12;29.00;5.94
03/06/2022;07:07:12;29.00;5.89
03/06/2022;07:08:12;29.00;5.99
03/06/2022;07:09:12;29.00;5.93
03/06/2022;07:10:12;29.00;5.98
03/06/2022;07:11:13;29.00;6.02
03/06/2022;07:12:13;29.00;5.89
03/06/2022;07:13:13;29.00;6.01
03/06/2022;07:14:13;29.00;5.91
03/06/2022;07:15:13;29.00;5.91
03/06/2022;07:16:13;29.00;6.01
03/06/2022;07:17:13;29.00;5.92
03/06/2022;07:18:14;29.00;5.89
03/06/2022;07:19:14;29.00;5.99
03/06/2022;07:20:14;29.00;5.98
03/06/2022;07:21:14;29.00;6.02
03/06/2022;07:22:14;29.00;6.01
03/06/2022;07:23:14;29.00;5.97
03/06/2022;07:24:14;29.00;5.88
03/06/2022;07:25:14;29.00;5.99
03/06/2022;07:26:15;29.00;5.90
03/06/2022;07:27:15;29.00;6.01
03/06/2022;07:28:15;29.00;5.90
03/06/2022;07:29:15;29.00;6.02
03/06/2022;07:30:15;29.00;5.93
03/06/2022;07:31:15;29.00;5.99
03/06/2022;07:32:15;29.00;5.88
03/06/2022;07:33:16;29.00;5.92
03/06/2022;07:34:16;29.00;5.89
03/06/2022;07:35:16;29.00;5.99
03/06/2022;07:36:16;29.00;5.94
03/06/2022;07:37:16;29.00;5.99
03/06/2022;07:38:16;29.00;5.91
03/06/2022;07:39:16;29.00;5.93
03/06/2022;07:40:17;29.00;5.94
03/06/2022;07:41:17;29.00;5.98
03/06/2022;07:42:17;29.00;5.89
03/06/2022;07:43:17;29.00;5.94
03/06/2022;07:44:17;29.00;5.97
03/06/2022;07:45:17;29.00;5.89
03/06/2022;07:46:17;29.00;5.89
03/06/2022;07:47:18;29.00;5.99
03/06/2022;07:48:18;29.00;5.90
03/06/2022;07:49:18;29.00;5.98
03/06/2022;07:50:18;29.00;6.01
03/06/2022;07:51:18;29.00;6.01
03/06/2022;07:52:18;29.00;5.92
03/06/2022;07:53:18;29.00;5.89
03/06/2022;07:54:19;29.00;5.97
03/06/2022;07:55:19;29.00;5.93
03/06/2022;07:56:19;29.00;5.90
03/06/2022;07:57:19;29.00;5.97
03/06/2022;07:58:19;29.00;6.00
03/06/2022;07:59:19;29.00;5.94
03/06/2022;08:00:19;29.00;5.97
03/06/2022;08:01:20;29.00;5.88
03/06/2022;08:02:20;29.00;5.93
03/06/2022;08:03:20;29.00;5.88
03/06/2022;08:04:20;29.00;5.91
03/06/2022;08:05:20;29.00;6.00
03/06/2022;08:06:20;29.00;5.89
03/06/2022;08:07:20;29.00;5.92
03/06/2022;08:08:21;29.00;5.92
03/06/2022;08:09:21;29.00;5.88
03/06/2022;08:10:21;29.00;6.01
03/06/2022;08:11:21;29.00;6.01
03/06/2022;08:12:21;29.00;5.87
03/06/2022;08:13:21;29.00;5.93
03/06/2022;08:14:21;29.00;5.89
03/06/2022;08:15:22;29.00;5.90
03/06/2022;08:16:22;29.00;5.98
03/06/2022;08:17:22;29.00;6.00
03/06/2022;08:18:22;29.00;5.91
03/06/2022;08:19:22;29.00;5.91
03/06/2022;08:20:22;29.00;5.91
03/06/2022;08:21:22;29.00;6.00
03/06/2022;08:22:22;29.00;5.94
03/06/2022;08:23:23;29.00;5.94
03/06/2022;08:24:23;29.00;5.93
03/06/2022;08:25:23;29.00;5.98
03/06/2022;08:26:23;29.00;5.92
03/06/2022;08:27:23;29.00;5.94
03/06/2022;08:28:23;29.00;5.98
03/06/2022;08:29:23;29.00;5.90
03/06/2022;08:30:24;29.00;5.90
03/06/2022;08:31:24;29.00;5.93
03/06/2022;08:32:24;29.00;5.87
03/06/2022;08:33:24;29.00;5.91
03/06/2022;08:34:24;29.00;5.88
03/06/2022;08:35:24;29.00;5.88
03/06/2022;08:36:24;29.00;6.01
03/06/2022;08:37:25;29.00;5.96
03/06/2022;08:38:25;29.00;5.89
03/06/2022;08:39:25;29.00;6.00
03/06/2022;08:40:25;29.00;5.88
03/06/2022;08:41:25;29.00;5.91
03/06/2022;08:42:25;29.00;6.01
03/06/2022;08:43:25;29.00;5.90
03/06/2022;08:44:26;29.00;5.90
03/06/2022;08:45:26;29.00;5.93
03/06/2022;08:46:26;29.00;5.92
03/06/2022;08:47:26;29.00;5.88
03/06/2022;08:48:26;29.00;5.88
03/06/2022;08:49:26;29.00;5.96
03/06/2022;08:50:26;29.00;5.87
03/06/2022;08:51:27;29.00;5.93
03/06/2022;08:52:27;29.00;6.01
03/06/2022;08:53:27;29.00;5.88
03/06/2022;08:54:27;29.00;5.97
03/06/2022;08:55:27;29.00;5.98
03/06/2022;08:56:27;29.00;5.87
03/06/2022;08:57:27;29.00;5.91
03/06/2022;08:58:28;29.00;6.01
03/06/2022;08:59:28;29.00;5.88
03/06/2022;09:00:28;29.00;5.87
03/06/2022;09:01:28;29.00;5.96
03/06/2022;09:02:28;29.00;6.00
03/06/2022;09:03:28;29.00;5.89
03/06/2022;09:04:28;29.00;5.88
03/06/2022;09:05:29;29.00;5.89
03/06/2022;09:06:29;29.00;5.99
03/06/2022;09:07:29;29.00;6.00
03/06/2022;09:08:29;29.00;5.89
03/06/2022;09:09:29;29.00;5.91
03/06/2022;09:10:29;29.00;5.92
03/06/2022;09:11:29;29.00;5.93
03/06/2022;09:12:29;29.00;5.94
03/06/2022;09:13:30;29.00;5.87
03/06/2022;09:14:30;29.00;5.88
03/06/2022;09:15:30;29.00;5.88
03/06/2022;09:16:30;29.00;5.92
03/06/2022;09:17:30;29.00;5.97
03/06/2022;09:18:30;29.00;5.92
03/06/2022;09:19:30;29.00;5.91
03/06/2022;09:20:31;29.00;6.00
03/06/2022;09:21:31;29.00;5.90
03/06/2022;09:22:31;29.00;5.88
03/06/2022;09:23:31;29.00;5.98
03/06/2022;09:24:31;29.00;5.91
03/06/2022;09:25:31;29.00;6.01
03/06/2022;09:26:31;29.00;5.87
03/06/2022;09:27:32;29.00;5.93
03/06/2022;09:28:32;29.00;5.99
03/06/2022;09:29:32;29.00;5.94
03/06/2022;09:30:32;29.00;5.88
03/06/2022;09:31:32;29.00;5.89
03/06/2022;09:32:32;29.00;5.87
03/06/2022;09:33:32;29.00;5.91
03/06/2022;09:34:33;29.00;5.98
03/06/2022;09:35:33;29.00;5.92
03/06/2022;09:36:33;29.00;5.92
03/06/2022;09:37:33;29.00;6.01
03/06/2022;09:38:33;29.00;5.90
03/06/2022;09:39:33;29.00;5.97
03/06/2022;09:40:33;29.00;5.88
03/06/2022;09:41:34;29.00;5.99
03/06/2022;09:42:34;29.00;5.90
03/06/2022;09:43:34;29.00;6.01
03/06/2022;09:44:34;29.00;5.98
03/06/2022;09:45:34;29.00;5.93
03/06/2022;09:46:34;29.00;6.00
03/06/2022;09:47:34;29.00;5.93
03/06/2022;09:48:35;29.00;5.94
03/06/2022;09:49:35;29.00;5.96
03/06/2022;09:50:35;29.00;5.88
03/06/2022;09:51:35;29.00;6.00
03/06/2022;09:52:35;29.00;5.98
03/06/2022;09:53:35;29.00;5.93
03/06/2022;09:54:35;29.00;5.89
03/06/2022;09:55:36;29.00;5.87
03/06/2022;09:56:36;29.00;5.94
03/06/2022;09:57:36;29.00;5.97
03/06/2022;09:58:36;29.00;5.98
03/06/2022;09:59:36;29.00;5.90
03/06/2022;10:00:36;29.00;5.98
03/06/2022;10:01:36;29.00;5.90
03/06/2022;10:02:36;29.00;5.99
03/06/2022;10:03:37;29.00;5.92
03/06/2022;10:04:37;29.00;5.96
03/06/2022;10:05:37;29.00;5.92
03/06/2022;10:06:37;29.00;5.93
03/06/2022;10:07:37;29.00;5.97
03/06/2022;10:08:37;29.00;5.89
03/06/2022;10:09:37;29.00;5.87
03/06/2022;10:10:38;29.00;5.93
03/06/2022;10:11:38;29.00;5.98
03/06/2022;10:12:38;29.00;5.96
03/06/2022;10:13:38;29.00;5.87
03/06/2022;10:14:38;29.00;5.94
03/06/2022;10:15:38;29.00;5.88
03/06/2022;10:16:38;29.00;5.90
03/06/2022;10:17:39;29.00;6.00
03/06/2022;10:18:39;29.00;5.94
03/06/2022;10:19:39;29.00;5.99
03/06/2022;10:20:39;29.00;5.98
03/06/2022;10:21:39;29.00;5.92
03/06/2022;10:22:39;29.00;5.87
03/06/2022;10:23:39;29.00;5.88
03/06/2022;10:24:40;29.00;5.91
03/06/2022;10:25:40;29.00;5.87
03/06/2022;10:26:40;29.00;5.92
03/06/2022;10:27:40;29.00;5.99
03/06/2022;10:28:40;29.00;6.00
03/06/2022;10:29:40;29.00;6.00
03/06/2022;10:30:40;29.00;5.94
03/06/2022;10:31:41;29.00;5.85
03/06/2022;10:32:41;29.00;5.88
03/06/2022;10:33:41;29.00;5.89
03/06/2022;10:34:41;29.00;5.89
03/06/2022;10:35:41;29.00;5.94
03/06/2022;10:36:41;29.00;5.98
03/06/2022;10:37:41;29.00;5.87
03/06/2022;10:38:42;29.00;5.92
03/06/2022;10:39:42;29.00;5.92
03/06/2022;10:40:42;29.00;5.96
03/06/2022;10:41:42;29.00;5.90
03/06/2022;10:42:42;29.00;5.99
03/06/2022;10:43:42;29.00;5.88
03/06/2022;10:44:42;29.00;5.98
03/06/2022;10:45:42;29.00;5.91
03/06/2022;10:46:43;29.00;5.96
03/06/2022;10:47:43;29.00;5.87
03/06/2022;10:48:43;29.00;5.88
03/06/2022;10:49:43;29.00;6.00
03/06/2022;10:50:43;29.00;5.93
03/06/2022;10:51:43;29.00;6.00
03/06/2022;10:52:43;29.00;5.98
03/06/2022;10:53:44;29.00;5.89
03/06/2022;10:54:44;29.00;6.00
03/06/2022;10:55:44;29.00;5.98
03/06/2022;10:56:44;29.00;5.88
03/06/2022;10:57:44;29.00;5.97
03/06/2022;10:58:44;29.00;5.93
03/06/2022;10:59:44;29.00;6.00
03/06/2022;11:00:45;29.00;5.93
03/06/2022;11:01:45;29.00;5.85
03/06/2022;11:02:45;29.00;6.00
03/06/2022;11:03:45;29.00;5.87
03/06/2022;11:04:45;29.00;5.88
03/06/2022;11:05:45;29.00;5.98
03/06/2022;11:06:45;29.00;5.96
03/06/2022;11:07:46;29.00;5.94
03/06/2022;11:08:46;29.00;5.87
03/06/2022;11:09:46;29.00;5.94
03/06/2022;11:10:46;29.00;5.93
03/06/2022;11:11:46;29.00;5.89
03/06/2022;11:12:46;29.00;6.00
03/06/2022;11:13:46;29.00;5.90
03/06/2022;11:14:47;29.00;5.94
03/06/2022;11:15:47;29.00;6.00
03/06/2022;11:16:47;29.00;5.89
03/06/2022;11:17:47;29.00;5.88
03/06/2022;11:18:47;29.00;5.89
03/06/2022;11:19:47;29.00;5.88
03/06/2022;11:20:47;29.00;6.00
03/06/2022;11:21:48;29.00;6.00
03/06/2022;11:22:48;29.00;5.98
03/06/2022;11:23:48;29.00;5.92
03/06/2022;11:24:48;29.00;5.99
03/06/2022;11:25:48;29.00;5.87
03/06/2022;11:26:48;29.00;5.98
03/06/2022;11:27:48;29.00;5.88
03/06/2022;11:28:49;29.00;5.92
03/06/2022;11:29:49;29.00;6.00
03/06/2022;11:30:49;29.00;6.00
03/06/2022;11:31:49;29.00;5.98
03/06/2022;11:32:49;29.00;6.00
03/06/2022;11:33:49;29.00;5.96
03/06/2022;11:34:49;29.00;5.98
03/06/2022;11:35:49;29.00;6.00
03/06/2022;11:36:50;29.00;5.93
03/06/2022;11:37:50;29.00;5.92
03/06/2022;11:38:50;29.00;5.87
03/06/2022;11:39:50;29.00;5.94
03/06/2022;11:40:50;29.00;6.01
03/06/2022;11:41:50;29.00;5.99
03/06/2022;11:42:50;29.00;5.99
03/06/2022;11:43:51;29.00;5.97
03/06/2022;11:44:51;29.00;5.98
03/06/2022;11:45:51;29.00;5.94
03/06/2022;11:46:51;29.00;5.85
03/06/2022;11:47:51;29.00;6.00
03/06/2022;11:48:51;29.00;5.87
03/06/2022;11:49:51;29.00;6.00
03/06/2022;11:50:52;29.00;5.89
03/06/2022;11:51:52;29.00;6.00
03/06/2022;11:52:52;29.00;5.92
03/06/2022;11:53:52;29.50;5.91
03/06/2022;11:54:52;29.00;5.91
03/06/2022;11:55:52;29.00;5.96
03/06/2022;11:56:52;29.00;6.01
03/06/2022;11:57:53;29.50;6.01
03/06/2022;11:58:53;29.00;5.91
03/06/2022;11:59:53;29.50;5.91
03/06/2022;12:00:53;29.00;5.91
03/06/2022;12:01:53;29.00;5.98
03/06/2022;12:02:53;29.50;5.98
03/06/2022;12:03:53;29.00;6.00
03/06/2022;12:04:54;29.00;5.93
03/06/2022;12:05:54;29.50;5.94
03/06/2022;12:06:54;29.00;6.01
03/06/2022;12:07:54;29.50;5.87
03/06/2022;12:08:54;29.00;5.90
03/06/2022;12:09:54;29.00;5.88
03/06/2022;12:10:54;29.50;5.87
03/06/2022;12:11:55;29.50;5.91
